HAUL,CRUISE,STUDYAREA,GEARTYPE,DEMSTN,STATSQ,DAY,MONTH,YEAR,HOUR,MIN,DURATION,DEPTH,SLATDEG,SLATMIN,SLONGDEG,SLONGMIN,HLATDEG,HLATMIN,HLONGDEG,HLONGMIN,AREASWPT,VOLSWPT,HOURDEC,DURDEC,SLATDEC,SLONGDEC,HLATDEC,HLONGDEC,MLATDEC,MLONGDEC
A10/018,JUN10,FORTH,Demersal,O,,12,6,2010,11,47,31.95,55.47,56,11.88,1,40.12,56,12.6,1,38.83,24489.68,77765.96,11.78,0.53,56.2,-1.67,56.21,-1.65,56.2,-1.66
A10/019,JUN10,FORTH,Demersal,S,,13,6,2010,3,22,34.68,57.28,56,1.76,1,20.7,56,2.29,1,22.54,29345.62,83659.17,3.37,0.58,56.03,-1.34,56.04,-1.38,56.03,-1.36
A10/020,JUN10,FORTH,Demersal,P,,13,6,2010,5,52,32.94,63.98,56,7.6,1,28.9,56,7.37,1,30.82,27113.58,77721.1,5.87,0.55,56.13,-1.48,56.12,-1.51,56.12,-1.5
A10/021,JUN10,FORTH,Demersal,T,,13,6,2010,9,32,33.15,48.47,56,7.64,1,51.24,56,9,1,51.14,34344.21,94606.7,9.53,0.55,56.13,-1.85,56.15,-1.85,56.14,-1.85
A10/022,JUN10,FORTH,Demersal,K,,14,6,2010,3,48,31.61,31.23,56,27.46,2,31.2,56,27.58,2,29.03,25000.66,77272.43,3.8,0.53,56.46,-2.52,56.46,-2.48,56.46,-2.5
A10/023,JUN10,FORTH,Demersal,D,,14,6,2010,6,3,32.5,46.75,56,21.9,2,21.95,56,21.22,2,23.59,26445.09,66774.2,6.05,0.54,56.36,-2.37,56.35,-2.39,56.36,-2.38
A10/024,JUN10,FORTH,Demersal,A,,14,6,2010,9,25,32.38,49.5,56,27.84,2,7.62,56,27.5,2,9.78,28699.72,73178.36,9.42,0.54,56.46,-2.13,56.46,-2.16,56.46,-2.14
A10/275,NOV10,FORTH,Pelagic,,,23,11,2010,13,57,15,29,56,24.95,2,25.5,56,25.57,2,25.57,,,13.95,0.25,56.42,-2.42,56.43,-2.43,56.42,-2.43
A10/276,NOV10,FORTH,Pelagic,,,24,11,2010,10,40,15,53,56,10.69,2,41.92,56,10.17,2,41.44,,,10.67,0.25,56.18,-2.7,56.17,-2.69,56.17,-2.69
A11/069,MAR11,FORTH,Pelagic,,,14,3,2011,8,20,14,50,56,7.35,2,43.1,56,7.77,2,42.59,,,8.33,0.23,56.12,-2.72,56.13,-2.71,56.13,-2.71
A11/078,MAR11,FORTH,Demersal,C,,19,3,2011,14,5,31.1,55.83,56,27.38,1,48.59,56,27.38,1,46.43,29133.62,87400.86,14.08,0.52,56.46,-1.81,56.46,-1.77,56.46,-1.79
A11/079,MAR11,FORTH,Demersal,G,,19,3,2011,17,25,32,57,56,16.92,1,31.9,56,15.84,1,33.19,30332.63,90997.89,17.42,0.53,56.28,-1.53,56.26,-1.55,56.27,-1.54
A11/080,MAR11,FORTH,Demersal,K,,20,3,2011,6,24,31.58,57.43,56,13.09,1,38.56,56,12.24,1,39.7,24674.79,74024.36,6.4,0.53,56.22,-1.64,56.2,-1.66,56.21,-1.65
A11/081,MAR11,FORTH,Demersal,P,,20,3,2011,9,20,31,67.93,56,7.6,1,29.78,56,7.11,1,32.2,34846.56,104539.66,9.33,0.52,56.13,-1.5,56.12,-1.54,56.12,-1.52
A11/082,MAR11,FORTH,Demersal,T,,20,3,2011,12,15,32.55,65.2,56,1.88,1,20.83,56,2.43,1,23.06,32580.86,97742.57,12.25,0.54,56.03,-1.35,56.04,-1.38,56.04,-1.37
A11/083,MAR11,FORTH,Demersal,S,,20,3,2011,15,45,32,70.6,56,2.42,1,38.56,56,2.3,1,40.84,29898.76,89696.28,15.75,0.53,56.04,-1.64,56.04,-1.68,56.04,-1.66
A11/084,MAR11,FORTH,Demersal,R,,21,3,2011,7,45,32.72,63.67,56,2.48,2,1.41,56,2.69,1,59.17,29933.41,89800.23,7.75,0.55,56.04,-2.02,56.04,-1.99,56.04,-2
A11/085,MAR11,FORTH,Demersal,O,,21,3,2011,10,0,31.85,53.5,56,7.63,1,51.34,56,9.02,1,51.08,35406.54,106219.61,10,0.53,56.13,-1.86,56.15,-1.85,56.14,-1.85
A11/086,MAR11,FORTH,Demersal,J,,21,3,2011,13,45,32.02,52,56,12.37,1,57.08,56,12.5,1,58.01,25910.89,77732.66,13.75,0.53,56.21,-1.95,56.21,-1.97,56.21,-1.96
A11/087,MAR11,FORTH,Demersal,Q,,22,3,2011,7,35,34.97,56.5,56,2.59,2,19.5,56,2.6,2,21.8,28174.5,84523.51,7.58,0.58,56.04,-2.33,56.04,-2.36,56.04,-2.34
A11/088,MAR11,FORTH,Demersal,N,,22,3,2011,10,0,32.52,62.67,56,7.35,2,10.75,56,8.19,2,9.24,28807.54,86422.63,10,0.54,56.12,-2.18,56.14,-2.15,56.13,-2.17
A11/089,MAR11,FORTH,Demersal,F,,22,3,2011,13,25,33.87,61.48,56,17.62,1,49.03,56,17.58,1,46.79,27950.09,83850.28,13.42,0.56,56.29,-1.82,56.29,-1.78,56.29,-1.8
A11/090,MAR11,FORTH,Demersal,E,,23,3,2011,6,20,30.85,57.67,56,22.6,1,57.33,56,22.48,1,59.24,23437.66,70312.97,6.33,0.51,56.38,-1.96,56.37,-1.99,56.38,-1.97
A11/091,MAR11,FORTH,Demersal,B,,23,3,2011,8,55,33.07,53,56,27.94,2,7.19,56,27.63,2,9.22,26400.72,79202.16,8.92,0.55,56.47,-2.12,56.46,-2.15,56.46,-2.14
A11/092,MAR11,FORTH,Demersal,A,,23,3,2011,12,10,33.05,33.83,56,27.59,2,28.58,56,27.5,2,31.08,27532.87,82598.62,12.17,0.55,56.46,-2.48,56.46,-2.52,56.46,-2.5
A11/093,MAR11,FORTH,Demersal,M,,24,3,2011,7,0,32.07,52.33,56,7.38,2,30.39,56,8.01,2,32.24,31470.83,94412.49,7,0.53,56.12,-2.51,56.13,-2.54,56.13,-2.52
A11/094,MAR11,FORTH,Demersal,I,,24,3,2011,10,20,34.19,55.33,56,12.45,2,20.14,56,13.62,2,20.11,24290.35,72871.06,10.33,0.57,56.21,-2.34,56.23,-2.34,56.22,-2.34
A11/095,MAR11,FORTH,Demersal,H,,24,3,2011,12,45,32.08,58.5,56,17.5,2,11.54,56,17.73,2,9.49,25787.98,77363.95,12.75,0.53,56.29,-2.19,56.3,-2.16,56.29,-2.18
A11/096,MAR11,FORTH,Demersal,D,,25,3,2011,7,35,33.83,52,56,21.02,2,23.8,56,21.96,2,21.75,33408.26,100224.78,7.58,0.56,56.35,-2.4,56.37,-2.36,56.36,-2.38
A11/185,JUN11,FORTH,Demersal,M,,3,6,2011,8,33,31.55,48.25,56,7.91,2,32.83,56,7.46,2,30.74,27907.19,87233.1,8.55,0.53,56.13,-2.55,56.12,-2.51,56.13,-2.53
A11/186,JUN11,FORTH,Demersal,N,,3,6,2011,11,18,31.15,57.5,56,7.19,2,11.01,56,7.93,2,9.24,27289.65,84756.52,11.3,0.52,56.12,-2.18,56.13,-2.15,56.13,-2.17
A11/187,JUN11,FORTH,Demersal,O,,3,6,2011,13,9,32.11,56.5,56,7.23,1,51.59,56,8.25,1,50.69,25914.64,83437.72,13.15,0.54,56.12,-1.86,56.14,-1.84,56.13,-1.85
A11/188,JUN11,FORTH,Demersal,P,,4,6,2011,3,38,32.09,72.17,56,6.96,1,31.85,56,7.38,1,29.79,27832.65,92152.97,3.63,0.53,56.12,-1.53,56.12,-1.5,56.12,-1.51
A11/189,JUN11,FORTH,Demersal,T,,4,6,2011,6,33,32.19,62.33,56,1.71,1,20.07,56,2.17,1,22.14,30148.29,89712.28,6.55,0.54,56.03,-1.33,56.04,-1.37,56.03,-1.35
A11/190,JUN11,FORTH,Demersal,S,,4,6,2011,9,2,31.23,59.67,56,2.57,1,38.48,56,2.35,1,40.7,29467.94,90106.9,9.03,0.52,56.04,-1.64,56.04,-1.68,56.04,-1.66
A11/191,JUN11,FORTH,Demersal,Q,,5,6,2011,4,28,31.55,52.53,56,2.47,2,21.66,56,2.57,2,19.32,31178.4,100038.87,4.47,0.53,56.04,-2.36,56.04,-2.32,56.04,-2.34
A11/192,JUN11,FORTH,Demersal,R,,5,6,2011,6,37,32.17,60.45,56,2.34,2,2.48,56,2.57,2,0.1,31660.49,98666.3,6.62,0.54,56.04,-2.04,56.04,-2,56.04,-2.02
A11/193,JUN11,FORTH,Demersal,K,,5,6,2011,10,47,32.16,49.02,56,12.98,1,38.73,56,12.01,1,40.17,27591.9,86631.53,10.78,0.54,56.22,-1.65,56.2,-1.67,56.21,-1.66
A11/194,JUN11,FORTH,Demersal,G,,5,6,2011,13,9,31.48,50.32,56,15.63,1,33.19,56,16.68,1,32.04,27082.36,85185.2,13.15,0.52,56.26,-1.55,56.28,-1.53,56.27,-1.54
A11/195,JUN11,FORTH,Demersal,C,,6,6,2011,4,16,32.13,55.23,56,27.38,1,46.57,56,27.47,1,48.79,28535.98,87846.03,4.27,0.54,56.46,-1.78,56.46,-1.81,56.46,-1.79
A11/196,JUN11,FORTH,Demersal,E,,6,6,2011,6,55,31.47,59.13,56,22.45,2,0.05,56,22.54,1,58.14,23942.85,74994.48,6.92,0.52,56.37,-2,56.38,-1.97,56.37,-1.98
A11/197,JUN11,FORTH,Demersal,F,,6,6,2011,10,26,31.55,60.53,56,17.69,1,47.08,56,17.64,1,49.4,28996.65,86684.44,10.43,0.53,56.29,-1.78,56.29,-1.82,56.29,-1.8
A11/198,JUN11,FORTH,Demersal,J,,6,6,2011,13,9,32.11,49.98,56,12.44,1,59.45,56,12.42,1,57.15,26890.57,86339.62,13.15,0.54,56.21,-1.99,56.21,-1.95,56.21,-1.97
A11/199,JUN11,FORTH,Demersal,I,,7,6,2011,4,34,32.44,50.5,56,13.59,2,19.92,56,12.24,2,20.11,30493.68,92756.85,4.57,0.54,56.23,-2.33,56.2,-2.34,56.22,-2.33
A11/200,JUN11,FORTH,Demersal,H,,7,6,2011,8,39,31.37,59.42,56,17.39,2,12.17,56,17.66,2,9.86,29084.8,91387.88,8.65,0.52,56.29,-2.2,56.29,-2.16,56.29,-2.18
A11/201,JUN11,FORTH,Demersal,D,,7,6,2011,11,14,32.05,51.63,56,22.13,2,21.18,56,21.52,2,23.07,25975.54,77926.63,11.23,0.53,56.37,-2.35,56.36,-2.38,56.36,-2.37
A11/202,JUN11,FORTH,Demersal,A,,8,6,2011,4,40,31.43,36.97,56,27.48,2,31.32,56,27.58,2,29.08,27478.34,82435.02,4.67,0.52,56.46,-2.52,56.46,-2.48,56.46,-2.5
A11/203,JUN11,FORTH,Demersal,B,,8,6,2011,7,32,32.28,56.68,56,27.43,2,9.74,56,27.8,2,7.3,31035.89,91515.49,7.53,0.54,56.46,-2.16,56.46,-2.12,56.46,-2.14
A12/312,AUG12,FORTH,Pelagic,,,14,8,2012,13,51,38,60,56,2.46,1,42.47,56,2.49,1,44.98,,,13.85,0.63,56.04,-1.71,56.04,-1.75,56.04,-1.73
A12/313,AUG12,FORTH,Demersal,B,41E7b,20,8,2012,7,15,32.25,52.17,56,27.51,2,10.01,56,27.8,2,7.63,28618.28,85854.84,7.25,0.54,56.46,-2.17,56.46,-2.13,56.46,-2.15
A12/314,AUG12,FORTH,Demersal,C,41E7a,20,8,2012,9,45,31.58,50.13,56,27.64,1,49.29,56,27.41,1,46.92,27912.73,83738.18,9.75,0.53,56.46,-1.82,56.46,-1.78,56.46,-1.8
A12/315,AUG12,FORTH,Demersal,G,41E7a,20,8,2012,13,44,32.5,57.03,56,16.84,1,31.91,56,15.65,1,32.98,29802.62,89407.86,13.73,0.54,56.28,-1.53,56.26,-1.55,56.27,-1.54
A12/316,AUG12,FORTH,Demersal,T,41E8d,21,8,2012,5,6,32.29,62.42,56,1.71,1,20.35,56,2.24,1,22.38,27619.72,82859.15,5.1,0.54,56.03,-1.34,56.04,-1.37,56.03,-1.36
A12/317,AUG12,FORTH,Demersal,P,41E8d,21,8,2012,7,45,32.32,66.6,56,7.62,1,29,56,7.27,1,31.2,28302.16,87058.01,7.75,0.54,56.13,-1.48,56.12,-1.52,56.12,-1.5
A12/318,AUG12,FORTH,Demersal,S,41E8c,21,8,2012,11,7,32.55,63.65,56,2.64,1,38.96,56,2.3,1,41.34,32694.13,98082.39,11.12,0.54,56.04,-1.65,56.04,-1.69,56.04,-1.67
A12/319,AUG12,FORTH,Demersal,R,41E8c,21,8,2012,13,25,33.23,65.7,56,2.58,1,59.58,56,2.4,2,2,32671.86,98282.62,13.42,0.55,56.04,-1.99,56.04,-2.03,56.04,-2.01
A12/320,AUG12,FORTH,Demersal,O,41E8c,22,8,2012,7,6,32,53.88,56,7.16,1,51.54,56,8.34,1,50.82,30614.75,95656.96,7.1,0.53,56.12,-1.86,56.14,-1.85,56.13,-1.85
A12/321,AUG12,FORTH,Demersal,J,41E8c,22,8,2012,9,22,32.19,46.77,56,12.41,1,56.83,56,12.48,1,59.09,28610.8,90096.2,9.37,0.54,56.21,-1.95,56.21,-1.98,56.21,-1.97
A12/322,AUG12,FORTH,Demersal,N,41E7d,22,8,2012,13,6,33,61.83,56,8.5,2,8.71,56,7.49,2,10.34,32247.04,96741.11,13.1,0.55,56.14,-2.15,56.12,-2.17,56.13,-2.16
A12/323,AUG12,FORTH,Demersal,Q,41E7d,23,8,2012,5,23,32,58.62,56,2.52,2,21.67,56,2.58,2,19.19,31752.66,96838.01,5.38,0.53,56.04,-2.36,56.04,-2.32,56.04,-2.34
A12/324,AUG12,FORTH,Demersal,M,41E7d,23,8,2012,9,0,32,48.23,56,7.91,2,33.04,56,7.44,2,30.74,31309.44,95225.79,9,0.53,56.13,-2.55,56.12,-2.51,56.13,-2.53
A12/325,AUG12,FORTH,Demersal,I,41E7d,23,8,2012,12,41,32,57.67,56,11.71,2,20.2,56,12.95,2,19.94,29015.16,87045.48,12.68,0.53,56.2,-2.34,56.22,-2.33,56.21,-2.33
A12/326,AUG12,FORTH,Demersal,H,41E7b,23,8,2012,6,39,32,58.95,56,17.24,2,12.25,56,17.63,2,9.82,30196.47,100895.57,6.65,0.53,56.29,-2.2,56.29,-2.16,56.29,-2.18
A12/327,AUG12,FORTH,Demersal,F,41E8a,23,8,2012,10,7,32.5,60.05,56,17.61,1,49.72,56,17.62,1,47.31,30117.02,95217.11,10.12,0.54,56.29,-1.83,56.29,-1.79,56.29,-1.81
A12/328,AUG12,FORTH,Demersal,K,41E8c,23,8,2012,11,56,32,54.92,56,12.04,1,40.05,56,13.04,1,38.32,28383.91,86676.01,11.93,0.53,56.2,-1.67,56.22,-1.64,56.21,-1.65
A12/329,AUG12,FORTH,Demersal,E,41E7b,30,8,2012,8,13,32.15,55.28,56,22.37,2,0.51,56,22.49,1,58.16,29319.3,87957.88,8.22,0.54,56.37,-2.01,56.37,-1.97,56.37,-1.99
A12/330,AUG12,FORTH,Demersal,D,41E7b,30,8,2012,11,29,32.66,51.8,56,22.03,2,20.92,56,21.44,2,23.23,30938.94,92816.82,11.48,0.54,56.37,-2.35,56.36,-2.39,56.36,-2.37
A12/331,AUG12,FORTH,Demersal,A,41E7a,30,8,2012,14,2,31.8,36.54,56,27.51,2,27.97,56,27.64,2,30.42,26449.54,79348.6,14.03,0.53,56.46,-2.47,56.46,-2.51,56.46,-2.49
A13/157,MAY13,FORTH,Pelagic,,41E7d,1,5,2013,11,27,19,56,56,0.25,2,8.19,56,2.54,2,6.6,,,11.45,0.32,56,-2.14,56.04,-2.11,56.02,-2.12
A13/158,MAY13,FORTH,Demersal,B,41E7b,6,5,2013,13,21,33,56.5,56,27.56,2,9.46,56,27.82,2,7.51,26225.21,93850.37,13.35,0.55,56.46,-2.16,56.46,-2.13,56.46,-2.14
A13/159,MAY13,FORTH,Demersal,C,41E7b,6,5,2013,15,34,30,53.17,56,27.51,1,48.41,56,27.56,1,46.3,28346.3,81931.96,15.57,0.5,56.46,-1.81,56.46,-1.77,56.46,-1.79
A13/160,MAY13,FORTH,Demersal,E,41E8a,7,5,2013,5,27,34,57.48,56,22.53,1,59.99,56,22.51,1,57.82,27087.58,81262.73,5.45,0.57,56.38,-2,56.38,-1.96,56.38,-1.98
A13/161,MAY13,FORTH,Demersal,F,41E8a,7,5,2013,7,37,34,60.42,56,17.64,1,49.26,56,17.65,1,47.2,25905.73,72102.96,7.62,0.57,56.29,-1.82,56.29,-1.79,56.29,-1.8
A13/162,MAY13,FORTH,Demersal,G,41E8a,7,5,2013,12,12,33,60.08,56,16.38,1,32.26,56,15.54,1,33.07,19067.72,57203.15,12.2,0.55,56.27,-1.54,56.26,-1.55,56.27,-1.54
A13/163,MAY13,FORTH,Demersal,K,41E8c,7,5,2013,14,38,32,60,56,12.93,1,38.51,56,12.15,1,39.76,21653.62,64960.86,14.63,0.53,56.22,-1.64,56.2,-1.66,56.21,-1.65
A13/164,MAY13,FORTH,Demersal,O,41E8c,8,5,2013,6,12,32,54.5,56,8.51,1,51.06,56,7.5,1,51.29,24050.65,72151.95,6.2,0.53,56.14,-1.85,56.12,-1.85,56.13,-1.85
A13/165,MAY13,FORTH,Demersal,P,41E8d,8,5,2013,8,49,33,62.93,56,7.25,1,31.17,56,7.42,1,30.17,28821.09,76984.28,8.82,0.55,56.12,-1.52,56.12,-1.5,56.12,-1.51
A13/166,MAY13,FORTH,Demersal,T,41E8d,8,5,2013,11,7,34,64.58,56,2.4,1,23.04,56,1.93,1,21.22,26922.51,75343.65,11.12,0.57,56.04,-1.38,56.03,-1.35,56.04,-1.37
A13/167,MAY13,FORTH,Demersal,S,41E8c,8,5,2013,13,17,33,70.33,56,2.41,1,38.95,56,2.32,1,41,26688.56,72825.32,13.28,0.55,56.04,-1.65,56.04,-1.68,56.04,-1.67
A13/168,MAY13,FORTH,Demersal,R,41E7d,9,5,2013,6,38,34,64.67,56,2.51,2,2.1,56,2.58,1,59.94,28511.81,75121.95,6.63,0.57,56.04,-2.04,56.04,-2,56.04,-2.02
A13/169,MAY13,FORTH,Demersal,Q,41E7d,9,5,2013,9,51,32,53.67,56,2.62,2,19.35,56,2.54,2,21.54,30059.98,86604.91,9.85,0.53,56.04,-2.32,56.04,-2.36,56.04,-2.34
A13/170,MAY13,FORTH,Demersal,M,41E7d,9,5,2013,13,41,34,54.25,56,7.33,2,30.32,56,7.68,2,32.28,26492.67,73658.81,13.68,0.57,56.12,-2.51,56.13,-2.54,56.13,-2.52
A13/171,MAY13,FORTH,Demersal,I,41E7d,10,5,2013,6,44,32,53.08,56,13.6,2,19.95,56,12.48,2,20.09,24693.95,74081.85,6.73,0.53,56.23,-2.33,56.21,-2.33,56.22,-2.33
A13/172,MAY13,FORTH,Demersal,J,41E7c,10,5,2013,11,1,32,51.17,56,12.4,1,58.69,56,12.35,1,56.6,26694.22,80082.65,11.02,0.53,56.21,-1.98,56.21,-1.94,56.21,-1.96
A13/173,MAY13,FORTH,Demersal,N,41E7d,10,5,2013,13,52,33,62.73,56,7.13,2,10.78,56,8.1,2,9.24,31037.56,93112.66,13.87,0.55,56.12,-2.18,56.14,-2.15,56.13,-2.17
A13/174,MAY13,FORTH,Demersal,H,41E7b,11,5,2013,7,32,34,59.67,56,17.59,2,11.28,56,17.79,2,9.05,28018.7,78595.1,7.53,0.57,56.29,-2.19,56.3,-2.15,56.29,-2.17
A13/175,MAY13,FORTH,Demersal,D,41E7b,11,5,2013,11,17,33,51.33,56,21.92,2,21.77,56,21.21,2,23.64,27264.76,81794.3,11.28,0.55,56.37,-2.36,56.35,-2.39,56.36,-2.38
A13/176,MAY13,FORTH,Demersal,A,41E7b,11,5,2013,15,1,32,38.75,56,27.42,2,30.58,56,27.56,2,28.45,23421.16,70263.48,15.02,0.53,56.46,-2.51,56.46,-2.47,56.46,-2.49
A13/177,JUN13,FORTH,Pelagic,,41E7a,14,6,2013,12,10,20,35,56,22.74,2,30.39,56,22.85,2,31.88,,,12.17,0.33,56.38,-2.51,56.38,-2.53,56.38,-2.52
A13/178,JUN13,FORTH,Pelagic,,41E8d,16,6,2013,8,5,23,54,56,7.1,1,23.82,56,7.05,2,25.51,,,8.08,0.38,56.12,-1.4,56.12,-2.43,56.12,-1.91
A13/187,JUN13,FORTH,Demersal,A,41E7a,24,6,2013,12,51,32,36.67,56,27.35,2,31.02,56,27.49,2,29.04,22853.34,73745.32,12.85,0.53,56.46,-2.52,56.46,-2.48,56.46,-2.5
A13/188,JUN13,FORTH,Demersal,B,41E7b,25,6,2013,7,9,32,52,56,27.58,2,9.83,56,27.76,2,7.85,25028.71,84554.97,7.15,0.53,56.46,-2.16,56.46,-2.13,56.46,-2.15
A13/189,JUN13,FORTH,Demersal,C,41E8a,25,6,2013,9,36,32,49.63,56,27.64,1,49.85,56,27.6,1,47.74,26620.05,71587.77,9.6,0.53,56.46,-1.83,56.46,-1.8,56.46,-1.81
A13/190,JUN13,FORTH,Demersal,E,41E8a,25,6,2013,14,10,34,59.42,56,22.53,1,57.55,56,22.35,1,59.46,26742.29,87991.91,14.17,0.57,56.38,-1.96,56.37,-1.99,56.37,-1.98
A13/191,JUN13,FORTH,Demersal,F,41E8a,26,6,2013,5,20,33,62.75,56,17.62,1,49.5,56,17.61,1,47.32,29460.45,85228.18,5.33,0.55,56.29,-1.82,56.29,-1.79,56.29,-1.81
A13/192,JUN13,FORTH,Demersal,G,41E8a,26,6,2013,8,29,34,55,56,17.02,1,31.39,56,16.03,1,32.69,28837.08,83369.32,8.48,0.57,56.28,-1.52,56.27,-1.54,56.28,-1.53
A13/193,JUN13,FORTH,Demersal,K,41E8c,26,6,2013,12,56,34,57.17,56,12.09,1,39.95,56,12.87,1,38.44,25657.24,78465.17,12.93,0.57,56.2,-1.67,56.21,-1.64,56.21,-1.65
A13/194,JUN13,FORTH,Demersal,T,41E8d,27,6,2013,6,2,33,65.02,56,1.83,1,20.82,56,2.23,1,22.47,21950.22,65850.65,6.03,0.55,56.03,-1.35,56.04,-1.37,56.03,-1.36
A13/195,JUN13,FORTH,Demersal,P,41E8d,27,6,2013,8,38,34,63.22,56,7.63,1,29.31,56,7.28,1,31.1,24189.06,67312.61,8.63,0.57,56.13,-1.49,56.12,-1.52,56.12,-1.5
A13/196,JUN13,FORTH,Demersal,S,41E8c,27,6,2013,12,8,33,64.92,56,2.32,1,41.62,56,2.41,1,39.65,24665.85,73897.32,12.13,0.55,56.04,-1.69,56.04,-1.66,56.04,-1.68
A13/197,JUN13,FORTH,Demersal,R,41E8d,28,6,2013,6,54,33,61.92,56,2.48,1,59.49,56,2.55,2,1.27,23583.81,67071.87,6.9,0.55,56.04,-1.99,56.04,-2.02,56.04,-2.01
A13/198,JUN13,FORTH,Demersal,O,41E8c,28,6,2013,9,31,33,54.5,56,8.75,1,50.94,56,7.71,1,51.01,22936.65,64458.23,9.52,0.55,56.15,-1.85,56.13,-1.85,56.14,-1.85
A13/199,JUN13,FORTH,Demersal,J,41E8c,28,6,2013,12,22,34,48.67,56,12.32,1,58.06,56,12.44,1,56.14,23678.24,70056.7,12.37,0.57,56.21,-1.97,56.21,-1.94,56.21,-1.95
A13/200,JUN13,FORTH,Demersal,N,41E8d,28,6,2013,7,18,33,65.67,56,7.28,2,10.42,56,8.4,2,9.07,32844.21,81486,7.3,0.55,56.12,-2.17,56.14,-2.15,56.13,-2.16
A13/201,JUN13,FORTH,Demersal,Q,41E7c,28,6,2013,10,1,33,58.1,56,2.6,2,18.92,56,2.56,2,21.03,27083.37,76519.32,10.02,0.55,56.04,-2.32,56.04,-2.35,56.04,-2.33
A13/202,JUN13,FORTH,Demersal,M,41E7c,28,6,2013,14,33,33,49.67,56,7.82,2,32.75,56,7.39,2,30.66,28625.92,77490.26,14.55,0.55,56.13,-2.55,56.12,-2.51,56.13,-2.53
A13/203,JUN13,FORTH,Demersal,I,41E7d,29,6,2013,6,51,33,54.17,56,13.08,2,19.96,56,11.83,2,20.02,28669.96,84793.88,6.85,0.55,56.22,-2.33,56.2,-2.33,56.21,-2.33
A13/204,JUN13,FORTH,Demersal,H,41E7b,29,6,2013,9,34,33,59.6,56,17.67,2,9.28,56,17.58,2,11.38,24994.66,75321.28,9.57,0.55,56.29,-2.15,56.29,-2.19,56.29,-2.17
A13/205,JUN13,FORTH,Demersal,D,41E7b,29,6,2013,13,2,33,50.33,56,22.06,2,21.45,56,21.42,2,23.25,25376.53,74919.76,13.03,0.55,56.37,-2.36,56.36,-2.39,56.36,-2.37
